Loyalty Number,Country,Province,City,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month
111684,Canada,Ontario,Hamilton,Female,Bachelor,99836,Married,Nova,6947.52,Standard,2017,3,2018.0,4.0
111685,United States,,Manchester,Male,High School or Below,31154,Single,Star,1074.85,Standard,2013,4,,
111686,Canada,British Columbia,Surrey,Male,College,60647,Married,Nova,2197.31,Standard,2014,9,2017.0,7.0
111687,Canada,Quebec,Gatineau,Male,College,59990,Single,Nova,1918.52,Standard,2018,11,,
111688,Canada,Ontario,Hamilton,Female,College,69814,Married,Star,3106.01,2018 Promotion,2018,4,,
111689,Canada,British Columbia,Victoria,Female,Doctor,116149,Divorced,Aurora,14277.78,2018 Promotion,2018,4,,
111690,Canada,Ontario,London,Male,Master,78832,Married,Star,4532.83,Standard,2012,9,,
111691,Canada,British Columbia,Burnaby,Female,College,85000,Married,Star,1287.09,Standard,2016,5,,
111692,Canada,Quebec,Gatineau,Female,Master,111252,Married,Nova,1630.46,Standard,2013,3,2018.0,4.0
111693,Canada,Quebec,Gatineau,Male,Master,87386,Married,Star,1784.25,Standard,2012,9,,
111694,United States,,London,Male,Bachelor,90389,Single,Star,2384.43,Standard,2014,8,,
111695,Canada,Alberta,Lethbridge,Male,High School or Below,34822,Married,Nova,4751.72,2018 Promotion,2018,4,,
111696,Canada,Ontario,Ottawa,Male,High School or Below,45842,Married,Nova,3385.4,Standard,2014,3,,
111697,Canada,British Columbia,Surrey,Female,College,75102,Married,Nova,8828.71,Standard,2015,5,,
111698,United States,,Chicago,Female,High School or Below,36931,Married,Aurora,9303.29,2018 Promotion,2018,2,2017.0,5.0
111699,Canada,Quebec,Quebec City,Female,College,63657,Married,Star,1425.76,Standard,2012,7,,
111700,Canada,Ontario,Hamilton,Male,College,57481,Single,Nova,5326.99,Standard,2018,2,,
111701,Canada,Alberta,Red Deer,Female,College,51380,Single,Aurora,6833.1,2018 Promotion,2018,3,2017.0,10.0
111702,Canada,Ontario,London,Male,College,50939,Single,Star,2280.95,Standard,2015,3,,
111703,Canada,Ontario,Hamilton,Male,College,58423,Single,Aurora,8168.69,Standard,2017,5,,
111704,Canada,British Columbia,Burnaby,Female,Bachelor,91487,Married,Star,1483.91,Standard,2018,10,,
111705,Canada,British Columbia,Surrey,Male,Bachelor,79825,Married,Star,7617.21,Standard,2018,11,,
111706,Canada,Ontario,Mississauga,Female,Bachelor,69083,Married,Star,803.86,Standard,2016,9,2017.0,4.0
111707,United States,,Chicago,Female,Master,104035,Single,Nova,3488.01,Standard,2016,7,,
111708,United Kingdom,,Manchester,Female,High School or Below,30813,Married,Nova,2505.94,Standard,2017,9,2017.0,8.0
111709,Canada,British Columbia,Surrey,Male,Doctor,108431,Married,Nova,9538.3,Standard,2015,7,,
111710,Canada,Quebec,Quebec City,Female,College,68701,Single,Nova,1548.1,Standard,2017,8,,
111711,Canada,Alberta,Edmonton,Male,College,51577,Married,Star,847.12,Standard,2017,6,2017.0,7.0
111712,Canada,Ontario,Hamilton,Female,Bachelor,96029,Single,Nova,4766.21,2018 Promotion,2018,4,,
111713,Canada,British Columbia,Burnaby,Female,Bachelor,111971,Married,Star,1676.29,Standard,2017,9,,
111714,Canada,Ontario,London,Male,High School or Below,46285,Single,Star,1736.12,Standard,2012,2,,
111715,Canada,British Columbia,Burnaby,Female,Bachelor,85422,Married,Star,1303.62,Standard,2018,6,,
111716,Canada,Ontario,Mississauga,Female,College,66129,Single,Star,1618.63,Standard,2013,5,,
111717,Canada,Manitoba,Winnipeg,Female,Master,106030,Single,Star,1609.31,Standard,2017,12,,
111718,Canada,British Columbia,Surrey,Female,Doctor,162399,Married,Nova,2053.27,Standard,2017,10,,
111719,Canada,Quebec,Quebec City,Male,College,64156,Single,Star,2398.96,Standard,2017,6,,
111720,Canada,Alberta,Calgary,Male,Bachelor,85291,Single,Star,1061.93,Standard,2016,11,,
111721,Canada,Prince Edward Island,Charlottetown,Male,Doctor,136050,Divorced,Nova,3542.98,Standard,2018,7,,
111722,Canada,Newfoundland and Labrador,St. Johns,Male,Doctor,180423,Married,Star,401.27,Standard,2015,1,2018.0,5.0
111723,Canada,Ontario,Hamilton,Male,Bachelor,64367,Married,Star,1123.84,Standard,2018,3,,
111724,Canada,Manitoba,Brandon,Female,College,76106,Married,Aurora,25605.54,Standard,2016,2,,
111725,Canada,Ontario,Hamilton,Male,High School or Below,47858,Divorced,Star,1555.2,Standard,2012,9,,
111726,Canada,Ontario,Hamilton,Female,Master,96668,Divorced,Star,4575.89,Standard,2015,10,2017.0,11.0
111727,Canada,Prince Edward Island,Charlottetown,Female,High School or Below,39337,Married,Nova,3628.59,2018 Promotion,2018,4,,
111728,Canada,Quebec,Laval,Female,Bachelor,80258,Married,Star,5374.49,Standard,2015,3,,
111729,Canada,Ontario,Toronto,Female,College,68388,Married,Aurora,2852.32,Standard,2012,5,,
111730,Canada,British Columbia,Vancouver,Female,College,66480,Married,Nova,3123.25,Standard,2018,9,2018.0,6.0
111731,Canada,British Columbia,Burnaby,Male,High School or Below,44289,Single,Nova,2043.92,Standard,2017,7,,
111732,Canada,Ontario,Ottawa,Male,High School or Below,38642,Single,Nova,5435.6,Standard,2014,5,,
111733,Canada,British Columbia,Victoria,Male,Bachelor,62697,Married,Star,6800.26,Standard,2015,8,,
111734,Canada,British Columbia,Burnaby,Female,Master,103324,Married,Nova,5100.23,Standard,2018,7,,
111735,Canada,Prince Edward Island,Charlottetown,Female,Bachelor,84322,Married,Star,643.64,Standard,2015,10,2018.0,9.0
111736,Canada,Manitoba,Winnipeg,Male,Bachelor,100230,Married,Nova,2636.88,Standard,2017,5,,
111737,Canada,Quebec,Quebec City,Female,Bachelor,58679,Married,Star,324.58,Standard,2014,6,2017.0,6.0
111738,Canada,Saskatchewan,Regina,Female,Bachelor,94630,Single,Nova,5386.78,Standard,2014,2,,
111739,Canada,Alberta,Edmonton,Female,College,66186,Married,Star,2441.09,Standard,2015,5,,
111740,Canada,Manitoba,Brandon,Female,Master,95620,Married,Star,481.46,2018 Promotion,2018,2,,
111741,Canada,Manitoba,Winnipeg,Female,Bachelor,62515,Married,Star,1480.0,Standard,2012,11,,
111742,Canada,Ontario,Toronto,Female,Bachelor,85039,Married,Aurora,11505.61,Standard,2017,3,,
111743,Canada,Ontario,Hamilton,Female,Master,128474,Married,Star,554.88,2018 Promotion,2018,2,,
111744,United Kingdom,,Manchester,Male,High School or Below,31181,Married,Star,1680.2,Standard,2018,1,,
111745,Canada,British Columbia,Vancouver,Male,Bachelor,106983,Married,Star,663.74,Standard,2013,3,2018.0,11.0
111746,Canada,Quebec,Montreal,Male,Bachelor,105890,Married,Nova,6469.23,Standard,2014,3,,
111747,Canada,Ontario,Hamilton,Female,Bachelor,85083,Married,Aurora,11048.67,2018 Promotion,2018,4,,
111748,Canada,British Columbia,Victoria,Male,Master,86299,Single,Star,1417.47,Standard,2017,3,,
111749,Canada,Quebec,Laval,Female,Doctor,156651,Single,Nova,5086.79,Standard,2016,7,,
111750,Canada,Alberta,Lethbridge,Female,College,44047,Divorced,Nova,11342.78,Standard,2016,7,2018.0,2.0
111751,Canada,Ontario,Hamilton,Female,College,50421,Single,Nova,5052.25,Standard,2018,2,,
111752,Canada,Ontario,London,Male,College,65916,Married,Nova,5849.41,Standard,2012,8,,
111753,Canada,British Columbia,Vancouver,Male,Bachelor,85746,Single,Nova,2763.32,Standard,2017,12,2018.0,4.0
111754,Canada,Ontario,Hamilton,Male,Bachelor,70702,Divorced,Aurora,5946.73,Standard,2016,3,,
111755,Canada,Quebec,Quebec City,Female,Bachelor,92124,Single,Star,1463.34,2018 Promotion,2018,4,,
111756,Canada,British Columbia,Vancouver,Male,Bachelor,87576,Married,Star,761.43,Standard,2013,6,,
111757,Canada,Alberta,Red Deer,Male,Bachelor,76049,Divorced,Aurora,17274.47,2018 Promotion,2018,4,2017.0,4.0
111758,Canada,Saskatchewan,Saskatoon,Female,Bachelor,78143,Single,Aurora,4217.15,2018 Promotion,2018,4,2018.0,3.0
111759,Canada,British Columbia,Surrey,Female,High School or Below,43602,Divorced,Aurora,36912.85,Standard,2017,1,,
111760,Canada,Ontario,Hamilton,Female,Bachelor,49222,Single,Star,547.04,Standard,2016,9,2018.0,5.0
111761,Canada,Ontario,Toronto,Female,High School or Below,50897,Married,Star,2181.32,2018 Promotion,2018,3,,
111762,Canada,Saskatchewan,Saskatoon,Female,Bachelor,89986,Married,Nova,3843.91,Standard,2013,10,,
111763,Canada,Ontario,Hamilton,Male,Bachelor,76838,Divorced,Star,3438.79,Standard,2015,7,,
111764,Canada,Ontario,Mississauga,Male,College,60461,Married,Aurora,11608.0,Standard,2014,11,,
111765,Canada,Alberta,Calgary,Male,College,57441,Single,Aurora,3629.95,Standard,2017,8,,
111766,Canada,British Columbia,Surrey,Male,Master,122875,Single,Nova,4519.07,Standard,2016,3,,
111767,Canada,British Columbia,Surrey,Male,Master,94411,Married,Aurora,10515.87,Standard,2017,7,,
111768,Canada,Ontario,Toronto,Female,Doctor,153314,Married,Nova,6326.39,Standard,2014,2,,
111769,Canada,Alberta,Calgary,Female,Bachelor,77128,Divorced,Star,3441.1,Standard,2017,3,,
111770,Canada,Nova Scotia,Halifax,Male,College,65153,Married,Star,620.3,Standard,2018,11,,
111771,Canada,Quebec,Quebec City,Female,College,56366,Divorced,Nova,23131.52,Standard,2014,2,,
111772,Canada,Quebec,Laval,Male,College,57823,Divorced,Aurora,4801.44,Standard,2017,12,2017.0,9.0
111773,Canada,Saskatchewan,Regina,Male,Bachelor,68305,Single,Star,3426.82,Standard,2018,8,,
111774,Canada,Ontario,Toronto,Female,College,63356,Divorced,Nova,4124.49,Standard,2013,7,,
111775,United Kingdom,,London,Female,Master,98656,Single,Nova,4143.79,Standard,2013,2,,
111776,Canada,Ontario,London,Female,Bachelor,91432,Married,Aurora,7321.81,Standard,2018,9,,
111777,Canada,Ontario,Hamilton,Female,Bachelor,99494,Divorced,Aurora,1880.99,Standard,2012,12,,
111778,Canada,Quebec,Montreal,Male,High School or Below,46039,Single,Star,1234.02,Standard,2018,12,,
111779,Canada,Quebec,Gatineau,Female,College,48808,Married,Star,3633.19,Standard,2017,11,,
111780,Canada,British Columbia,Vancouver,Male,College,54118,Married,Star,980.89,Standard,2017,2,,
111781,Canada,British Columbia,Vancouver,Male,Master,120005,Married,Aurora,2650.93,Standard,2017,9,,
111782,Canada,Alberta,Lethbridge,Male,College,63703,Married,Star,3580.29,Standard,2017,10,,
111783,Canada,New Brunswick,Fredericton,Female,Master,91988,Divorced,Star,1692.21,Standard,2018,4,,
111784,Canada,Ontario,London,Female,College,72082,Married,Star,4206.92,Standard,2014,2,,
111785,Canada,Manitoba,Winnipeg,Female,College,68444,Divorced,Star,6050.07,Standard,2016,2,2018.0,7.0
111786,Canada,Quebec,Montreal,Male,High School or Below,51552,Divorced,Nova,1457.21,Standard,2013,2,,
111787,Canada,Alberta,Lethbridge,Male,College,57421,Married,Star,2242.32,Standard,2018,12,,
111788,Canada,Alberta,Edmonton,Male,High School or Below,61116,Married,Star,10238.75,Standard,2014,9,,
111789,Canada,Ontario,Ottawa,Female,Bachelor,81920,Single,Star,1161.12,Standard,2017,1,2018.0,9.0
111790,Canada,Quebec,Laval,Male,High School or Below,49151,Married,Star,1326.62,2018 Promotion,2018,3,,
111791,Canada,Manitoba,Brandon,Male,High School or Below,46240,Single,Star,8559.06,Standard,2018,5,,
111792,Canada,Ontario,Mississauga,Male,Bachelor,56464,Divorced,Nova,2601.19,2018 Promotion,2018,2,2017.0,4.0
111793,United Kingdom,,Los Angeles,Male,Bachelor,76562,Divorced,Nova,3587.08,Standard,2018,1,,
111794,Canada,Ontario,London,Male,College,63534,Married,Star,431.41,Standard,2018,6,,
111795,Canada,Newfoundland and Labrador,St. Johns,Male,High School or Below,51705,Single,Aurora,1752.09,Standard,2016,3,2017.0,2.0
111796,Canada,Ontario,Toronto,Female,College,43470,Married,Star,2185.37,Standard,2013,12,,
111797,Canada,Quebec,Quebec City,Female,Master,100146,Married,Nova,2051.27,Standard,2018,9,2018.0,9.0
111798,Canada,Ontario,Ottawa,Female,Bachelor,96420,Single,Nova,1560.98,Standard,2018,3,2018.0,7.0
111799,Canada,Alberta,Calgary,Female,Master,89488,Married,Star,362.86,Standard,2013,9,2018.0,3.0
111800,Canada,Ontario,Toronto,Male,High School or Below,45921,Single,Nova,4240.96,Standard,2012,6,2017.0,5.0
111801,Canada,Quebec,Gatineau,Male,High School or Below,44390,Married,Star,1176.45,2018 Promotion,2018,2,2018.0,3.0
111802,Canada,Alberta,Red Deer,Male,Master,103057,Married,Aurora,15224.84,Standard,2012,1,,
111803,Canada,British Columbia,Vancouver,Male,Bachelor,69578,Divorced,Star,2293.47,Standard,2016,2,,
111804,United Kingdom,,Chicago,Female,Bachelor,90832,Single,Star,568.14,2018 Promotion,2018,3,2018.0,3.0
111805,United Kingdom,,Manchester,Female,College,55817,Single,Aurora,11551.7,Standard,2015,4,,
111806,Canada,Nova Scotia,Halifax,Male,College,57514,Married,Aurora,4659.14,2018 Promotion,2018,2,,
111807,Canada,Quebec,Montreal,Male,Master,125070,Single,Nova,1886.34,Standard,2017,5,,
111808,Canada,Quebec,Quebec City,Female,High School or Below,42305,Married,Nova,1886.09,Standard,2012,12,,
111809,Canada,Ontario,Ottawa,Male,Bachelor,92568,Married,Nova,10393.15,2018 Promotion,2018,4,,
111810,Canada,Alberta,Lethbridge,Female,Bachelor,69162,Single,Star,311.79,Standard,2013,12,,
111811,United States,,Manchester,Female,College,71625,Married,Nova,2657.46,Standard,2013,6,,
111812,United States,,Los Angeles,Female,Master,93891,Married,Star,2798.77,Standard,2016,2,2017.0,6.0
111813,Canada,British Columbia,Vancouver,Female,Master,93776,Single,Nova,1259.81,Standard,2017,6,,
111814,Canada,British Columbia,Burnaby,Male,College,58589,Single,Star,2022.63,2018 Promotion,2018,3,2017.0,4.0
111815,Canada,Quebec,Quebec City,Male,High School or Below,44243,Single,Nova,1374.54,Standard,2015,9,,
111816,Canada,Quebec,Quebec City,Female,Bachelor,111363,Married,Star,5577.17,Standard,2017,2,,
111817,Canada,British Columbia,Victoria,Female,Bachelor,75294,Divorced,Nova,1635.72,Standard,2016,8,,
111818,Canada,British Columbia,Victoria,Female,High School or Below,44713,Single,Star,1465.42,2018 Promotion,2018,2,,
111819,Canada,Ontario,Ottawa,Male,Bachelor,79622,Married,Star,1510.11,Standard,2016,9,,
111820,Canada,British Columbia,Vancouver,Female,Doctor,138454,Married,Aurora,8155.07,2018 Promotion,2018,3,,
111821,United States,,London,Male,Bachelor,103055,Married,Nova,1189.75,Standard,2017,10,,
111822,Canada,Ontario,Mississauga,Female,Master,105658,Single,Aurora,13418.25,Standard,2013,2,,
111823,Canada,Alberta,Lethbridge,Female,Master,92120,Married,Nova,777.48,Standard,2017,3,,
111824,Canada,Ontario,Hamilton,Female,Bachelor,66442,Married,Star,1454.37,2018 Promotion,2018,3,2018.0,5.0
111825,Canada,Saskatchewan,Saskatoon,Female,Bachelor,107215,Single,Star,1172.9,Standard,2018,5,,
111826,Canada,Prince Edward Island,Charlottetown,Female,College,61758,Married,Star,6020.67,2018 Promotion,2018,4,,
111827,Canada,Nova Scotia,Dartmouth,Female,College,65687,Divorced,Star,482.44,Standard,2016,4,,
111828,United States,,London,Female,High School or Below,48076,Single,Aurora,6353.58,Standard,2018,1,,
111829,Canada,Quebec,Montreal,Female,High School or Below,42587,Single,Nova,8499.75,Standard,2014,10,,
111830,Canada,Alberta,Edmonton,Female,Bachelor,79292,Married,Star,732.84,Standard,2017,7,2018.0,12.0
111831,Canada,Ontario,Toronto,Female,Master,99088,Married,Star,5312.82,Standard,2014,11,,
111832,Canada,British Columbia,Victoria,Female,Doctor,123995,Married,Nova,5548.36,2018 Promotion,2018,4,,
111833,Canada,Nova Scotia,Dartmouth,Male,Bachelor,80345,Married,Star,534.49,2018 Promotion,2018,3,,
111834,Canada,Alberta,Lethbridge,Male,College,58877,Married,Star,3459.85,Standard,2013,3,,
111835,Canada,Ontario,London,Female,High School or Below,29608,Married,Aurora,5596.71,Standard,2017,12,,
111836,Canada,Ontario,Hamilton,Male,Doctor,150245,Single,Aurora,2142.83,Standard,2014,5,2018.0,12.0
111837,Canada,Quebec,Montreal,Female,Master,94319,Married,Star,6018.62,Standard,2014,2,,
111838,Canada,Quebec,Quebec City,Male,Bachelor,101261,Married,Nova,3416.36,Standard,2015,2,,
111839,Canada,Ontario,Ottawa,Female,College,70761,Single,Nova,7066.37,2018 Promotion,2018,3,2017.0,10.0
111840,Canada,Newfoundland and Labrador,St. Johns,Male,Bachelor,85299,Single,Star,1563.91,2018 Promotion,2018,3,,
111841,Canada,Ontario,Ottawa,Female,Master,66257,Married,Star,736.44,Standard,2016,1,,
111842,Canada,Ontario,Mississauga,Male,Bachelor,96675,Divorced,Star,620.23,Standard,2016,10,,
111843,Canada,British Columbia,Burnaby,Female,Doctor,143456,Married,Aurora,8010.36,Standard,2018,9,,
111844,Canada,Alberta,Red Deer,Male,High School or Below,37861,Single,Aurora,6526.46,Standard,2013,10,,
111845,United Kingdom,,London,Female,Doctor,162173,Single,Star,2008.31,2018 Promotion,2018,4,,
111846,Canada,Ontario,Ottawa,Female,Bachelor,47626,Married,Aurora,9859.16,Standard,2015,4,,
111847,Canada,Manitoba,Winnipeg,Male,Bachelor,78888,Single,Nova,2851.14,2018 Promotion,2018,4,2018.0,2.0
111848,Canada,British Columbia,Surrey,Male,Bachelor,102977,Married,Star,2073.99,Standard,2015,10,,
111849,Canada,Ontario,Ottawa,Male,High School or Below,49699,Married,Nova,7398.13,2018 Promotion,2018,4,2018.0,10.0
111850,United Kingdom,,New York,Male,Master,108058,Married,Nova,3209.56,Standard,2018,4,,
111851,Canada,Ontario,Hamilton,Male,College,59716,Divorced,Nova,4041.25,Standard,2012,7,2017.0,8.0
111852,Canada,Quebec,Montreal,Male,Bachelor,83293,Married,Nova,10435.27,2018 Promotion,2018,4,,
111853,Canada,Quebec,Quebec City,Female,Bachelor,104107,Married,Star,19615.68,2018 Promotion,2018,3,2018.0,6.0
111854,Canada,British Columbia,Victoria,Male,High School or Below,28765,Married,Nova,3162.92,Standard,2017,4,2018.0,1.0
111855,Canada,Alberta,Calgary,Female,High School or Below,48493,Married,Star,686.27,Standard,2018,1,,
111856,Canada,British Columbia,Victoria,Male,High School or Below,44600,Divorced,Aurora,7275.06,Standard,2015,4,,
111857,Canada,Ontario,Hamilton,Female,Bachelor,84624,Single,Nova,14223.85,Standard,2018,1,,
111858,Canada,Ontario,Hamilton,Female,College,44565,Married,Star,1699.61,Standard,2016,6,,
111859,Canada,Prince Edward Island,Charlottetown,Male,Bachelor,86453,Married,Nova,2965.94,Standard,2015,9,2018.0,10.0
111860,Canada,Ontario,Mississauga,Female,College,52403,Married,Aurora,5630.98,Standard,2017,1,,
111861,Canada,Alberta,Edmonton,Female,College,68656,Married,Star,905.28,2018 Promotion,2018,2,,
111862,Canada,Ontario,Hamilton,Male,High School or Below,41105,Married,Nova,3112.63,Standard,2017,3,,
111863,Canada,British Columbia,Victoria,Female,Bachelor,58381,Married,Star,526.62,Standard,2015,1,2017.0,2.0
111864,United States,,Los Angeles,Female,College,47871,Single,Star,645.28,Standard,2017,6,2017.0,11.0
111865,Canada,British Columbia,Surrey,Male,Bachelor,72802,Divorced,Star,2427.17,Standard,2015,1,,
111866,Canada,Quebec,Montreal,Female,Master,120497,Married,Star,1712.75,Standard,2018,7,,
111867,Canada,British Columbia,Burnaby,Female,Master,98427,Divorced,Aurora,3552.03,Standard,2013,3,,
111868,Canada,Ontario,London,Female,Master,115551,Married,Star,2076.45,Standard,2014,2,2018.0,12.0
111869,Canada,Ontario,Mississauga,Female,College,51235,Single,Nova,1785.44,Standard,2017,10,,
111870,Canada,Saskatchewan,Saskatoon,Male,Bachelor,93630,Single,Aurora,8112.64,Standard,2017,4,2018.0,6.0
111871,United Kingdom,,Los Angeles,Female,High School or Below,50232,Married,Nova,4345.19,Standard,2016,10,,
111872,Canada,Alberta,Calgary,Male,College,64542,Single,Nova,7316.29,2018 Promotion,2018,2,,
111873,Canada,Quebec,Laval,Male,College,56977,Married,Aurora,3931.7,Standard,2016,1,,
111874,Canada,British Columbia,Burnaby,Female,High School or Below,42606,Married,Nova,5768.34,Standard,2015,3,,
111875,Canada,Ontario,Toronto,Male,Master,94342,Single,Aurora,4229.82,Standard,2015,6,,
111876,United States,,London,Female,Master,112911,Married,Star,2474.49,Standard,2015,10,,
111877,Canada,British Columbia,Victoria,Female,Bachelor,84564,Single,Star,536.28,Standard,2012,2,,
111878,Canada,Ontario,London,Male,Bachelor,96105,Married,Star,5206.94,Standard,2018,1,,
111879,Canada,Alberta,Red Deer,Female,Bachelor,62093,Married,Aurora,3813.29,Standard,2018,1,,
111880,Canada,British Columbia,Vancouver,Male,College,60654,Single,Star,655.58,Standard,2017,2,,
111881,Canada,Alberta,Red Deer,Male,Doctor,155383,Single,Star,1077.56,Standard,2012,5,,
111882,Canada,Alberta,Red Deer,Male,College,59990,Single,Aurora,2973.58,Standard,2018,9,,
111883,Canada,British Columbia,Victoria,Female,High School or Below,40667,Married,Nova,2190.49,Standard,2016,1,2018.0,2.0
111884,Canada,British Columbia,Victoria,Male,Bachelor,83787,Married,Star,758.39,Standard,2018,4,,
111885,Canada,British Columbia,Victoria,Female,Bachelor,91796,Married,Nova,10626.41,Standard,2017,11,2018.0,4.0
111886,Canada,Ontario,London,Male,Doctor,151356,Married,Nova,954.35,Standard,2015,7,,
111887,Canada,Alberta,Calgary,Male,Bachelor,92728,Married,Star,1861.78,Standard,2017,8,,
111888,Canada,Ontario,Hamilton,Male,College,55606,Single,Star,918.7,2018 Promotion,2018,4,2018.0,6.0
111889,Canada,Ontario,Ottawa,Male,Bachelor,81737,Married,Nova,2831.52,Standard,2012,3,,
111890,Canada,Quebec,Montreal,Male,College,71716,Divorced,Star,1127.39,Standard,2012,6,,
111891,Canada,Quebec,Quebec City,Female,High School or Below,32844,Divorced,Star,4285.6,Standard,2017,9,,
111892,Canada,Ontario,Mississauga,Female,Bachelor,112471,Married,Star,2420.28,Standard,2018,7,2017.0,10.0
111893,Canada,Alberta,Lethbridge,Female,Master,85475,Married,Aurora,4832.32,Standard,2013,5,,
111894,Canada,Manitoba,Winnipeg,Female,Bachelor,79356,Married,Nova,2945.9,Standard,2012,11,,
111895,Canada,Manitoba,Brandon,Male,Master,92004,Single,Star,691.03,Standard,2014,5,,
111896,Canada,Ontario,Ottawa,Female,Bachelor,86275,Married,Nova,1683.08,Standard,2016,9,,
111897,Canada,Ontario,London,Female,Bachelor,85429,Married,Aurora,3524.02,Standard,2015,1,,
111898,Canada,British Columbia,Vancouver,Male,Bachelor,89406,Divorced,Star,1406.52,Standard,2015,8,,
111899,Canada,Ontario,London,Female,High School or Below,46115,Single,Star,4519.38,2018 Promotion,2018,4,,
111900,Canada,Ontario,Toronto,Male,Master,97735,Single,Star,375.45,Standard,2016,8,2018.0,5.0
111901,Canada,Ontario,Mississauga,Female,Bachelor,85514,Single,Nova,2087.4,Standard,2018,4,,
111902,United Kingdom,,Chicago,Female,High School or Below,50493,Single,Star,1743.51,Standard,2018,5,,
111903,Canada,British Columbia,Vancouver,Male,High School or Below,42222,Married,Star,790.47,2018 Promotion,2018,2,2018.0,7.0
111904,Canada,Quebec,Quebec City,Female,Bachelor,82065,Married,Aurora,6228.51,Standard,2016,8,,
111905,Canada,Ontario,London,Female,Bachelor,82415,Divorced,Nova,8571.68,Standard,2013,5,,
111906,Canada,Ontario,Ottawa,Female,College,63479,Single,Star,668.83,Standard,2018,7,,
111907,Canada,Ontario,London,Male,College,59570,Married,Nova,2637.9,Standard,2015,2,,
111908,Canada,Ontario,Ottawa,Female,Bachelor,94352,Married,Star,855.34,Standard,2017,8,2017.0,9.0
111909,Canada,Ontario,Mississauga,Female,Bachelor,70008,Single,Star,5971.04,Standard,2015,1,,
111910,Canada,Ontario,Ottawa,Female,College,57985,Married,Star,524.53,Standard,2017,5,,
111911,United States,,New York,Female,Bachelor,77119,Married,Aurora,6226.52,Standard,2017,1,,
111912,Canada,British Columbia,Vancouver,Female,College,67927,Married,Aurora,5080.33,Standard,2018,4,2018.0,5.0
111913,Canada,Ontario,Ottawa,Female,Master,108465,Single,Aurora,8946.15,Standard,2018,10,,
111914,Canada,Ontario,Mississauga,Male,Master,104910,Married,Nova,6500.49,2018 Promotion,2018,2,,
111915,Canada,Ontario,Mississauga,Male,Bachelor,97145,Single,Nova,6116.84,2018 Promotion,2018,3,,
111916,United Kingdom,,New York,Male,Bachelor,94260,Single,Star,3528.28,Standard,2017,2,,
111917,Canada,Ontario,Hamilton,Male,College,51924,Married,Star,2171.65,Standard,2016,5,2017.0,2.0
111918,United Kingdom,,Los Angeles,Female,Master,91918,Single,Star,1966.2,Standard,2017,8,,
111919,Canada,Alberta,Red Deer,Female,Bachelor,92001,Divorced,Star,2076.77,Standard,2016,1,,
111920,Canada,Ontario,Ottawa,Female,Bachelor,62513,Single,Star,1405.9,Standard,2016,1,,
111921,Canada,Quebec,Laval,Male,College,61469,Married,Nova,4923.35,Standard,2017,10,2018.0,10.0
111922,Canada,Prince Edward Island,Charlottetown,Female,College,63469,Married,Star,2266.43,2018 Promotion,2018,4,,
111923,Canada,Ontario,London,Female,College,67575,Married,Star,1227.78,2018 Promotion,2018,4,,
111924,United Kingdom,,Manchester,Female,Bachelor,65465,Single,Star,1394.97,Standard,2016,1,,
111925,Canada,Quebec,Quebec City,Female,College,58173,Divorced,Aurora,8600.83,Standard,2015,8,2017.0,11.0
111926,Canada,Quebec,Gatineau,Female,Bachelor,68956,Single,Nova,2391.46,2018 Promotion,2018,3,,
111927,Canada,Ontario,Toronto,Female,Bachelor,78722,Married,Star,1641.88,Standard,2013,6,,
111928,Canada,Quebec,Quebec City,Male,Bachelor,88347,Single,Aurora,21407.52,Standard,2017,1,,
111929,Canada,British Columbia,Victoria,Male,Bachelor,72660,Married,Nova,3164.63,Standard,2015,2,,
111930,Canada,Ontario,Mississauga,Female,College,60901,Single,Star,2509.35,Standard,2018,12,2017.0,6.0
111931,Canada,Ontario,Mississauga,Male,Bachelor,79744,Single,Star,1588.18,Standard,2014,5,,
111932,Canada,British Columbia,Vancouver,Male,Master,83353,Married,Star,2991.21,Standard,2014,2,,
111933,Canada,Ontario,London,Male,High School or Below,43388,Married,Star,5615.46,Standard,2018,11,,
111934,Canada,Ontario,Toronto,Female,High School or Below,49408,Single,Nova,1005.73,Standard,2016,12,,
111935,Canada,Quebec,Montreal,Male,Master,118139,Single,Aurora,4239.99,Standard,2014,10,,
111936,Canada,Ontario,Ottawa,Female,College,77160,Single,Star,400.84,Standard,2014,7,2018.0,8.0
111937,Canada,Alberta,Red Deer,Female,College,59315,Single,Star,3591.48,Standard,2017,11,,
111938,Canada,Ontario,Hamilton,Male,Bachelor,67938,Single,Nova,2171.41,Standard,2015,7,,
111939,Canada,Ontario,Hamilton,Female,High School or Below,42175,Married,Nova,1506.96,Standard,2015,6,2018.0,11.0
111940,Canada,Ontario,Mississauga,Female,Master,93011,Married,Star,3149.99,2018 Promotion,2018,3,,
111941,Canada,Ontario,Ottawa,Female,College,58601,Divorced,Star,1121.91,Standard,2016,4,,
111942,Canada,Quebec,Gatineau,Female,Bachelor,79546,Single,Star,1114.98,Standard,2016,8,,
111943,Canada,Ontario,Mississauga,Female,College,71784,Divorced,Star,1286.45,Standard,2017,9,,
111944,Canada,Nova Scotia,Dartmouth,Male,Bachelor,64313,Married,Nova,10019.83,Standard,2017,11,,
